id,title,country,region,winery,variety,vintage,description,points,price,alcohol,acidity,body,tannins,sweetness,style,image_url,mood_tags,food_pairing,tasting_notes,winery_history
6902,Talamonti 2011 Trabocchetto Pecorino (Colline Pescaresi),Italy,Colline Pescaresi,Talamonti,Pecorino,2011,"A wonderful expression of Pecorino, this opens with a beautiful floral intensity and fresh aromas of honey, peach, apricot and yellow rose. There's a drying mineral note on the finish, concluding with a touch of zesty spice.",88,20.0,14.8,Medium-High,Light,High,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/talamonti-2011-pecorino-562668.jpg,"Good, Pleasant, Festive, Reliable","Grilled vegetables, Stewed dishes, Hard cheeses, Pasta","A wonderful expression of Pecorino, this opens with a beautiful floral intensity and fresh aromas of honey, peach, apricot and yellow rose. There's a drying mineral note on the finish, concluding with a touch of zesty spice.",This family-owned estate in Italy combines ancient techniques with modern innovation to create wines that honor their Italian heritage.
6903,Baron De Ley 2001 7 Viñas Reserva  (Rioja),Spain,Rioja,Baron De Ley,Tempranillo Blend,2001,"Deep in color for an '01, with sweet aromas of vanilla, tobacco, leather and hickory. The palate is endowed with big berry fruit and flavors directed by wood spice, and the tannic level is just right given the wine's midterm age. With licorice, resin and additional hickory on the finish, 7 Viñas (vineyards) is one of Baron de Ley's better efforts.",89,69.0,12.3,Medium-High,Light,Medium-High,Dry,Still Red,https://images.vivino.com/thumbs/baron-de-ley-2001-tempranillo-ble-791051.jpg,"Balanced, Reliable, Pleasant, Good, Social","Stewed dishes, Grilled vegetables, Red meat","Deep in color for an '01, with sweet aromas of vanilla, tobacco, leather and hickory. The palate is endowed with big berry fruit and flavors directed by wood spice, and the tannic level is just right given the wine's midterm age. With licorice, resin and additional hickory on the finish, 7 Viñas (vineyards) is one of Baron de Ley's better efforts.","Baron De Ley traces its roots back to 1736, representing generations of Spanish winemaking expertise and regional tradition."
6904,Domaine Gresser 2014 Kritt Gewurztraminer (Alsace),France,Alsace,Domaine Gresser,Gewürztraminer,2014,"Hints of damask rose meld into a mix of sweet tangerine and blood orange. There is also something rounder and fleshier at the core, guided by a bright vein of freshness. This achieves a subtle balance that is just off dry.",90,28.0,13.2,High,Medium-Full,None,Dry,Still White,https://images.vivino.com/thumbs/domaine-gresser-2014-gewürztraminer-596065.jpg,"Outstanding, Smooth, Sophisticated","Light poultry, Salads, Seafood","Hints of damask rose meld into a mix of sweet tangerine and blood orange. There is also something rounder and fleshier at the core, guided by a bright vein of freshness. This achieves a subtle balance that is just off dry.","Domaine Gresser is a traditional French winery established in the early 1800s, known for its commitment to terroir and time-honored winemaking techniques."
6905,Atticus 2005 Pinot Noir (Willamette Valley),US,Willamette Valley,Atticus,Pinot Noir,2005,"This debut effort from a small, family-owned winery offers light, pretty scents of Dr. Pepper, red berries, rose petals and vanilla. It's a delicate wine, sculpted to capture the nuances of Pinot, without attempting to bulk it up unnecessarily. The flavors play out sweetly across the palate, finishing with milk chocolate and spice.",89,24.0,11.7,High,Light,Medium,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/atticus-2005-pinot-noir-333301.jpg,"Good, Elegant, Reliable","Roasted chicken, Grilled salmon, Duck breast","This debut effort from a small, family-owned winery offers light, pretty scents of Dr. Pepper, red berries, rose petals and vanilla. It's a delicate wine, sculpted to capture the nuances of Pinot, without attempting to bulk it up unnecessarily. The flavors play out sweetly across the palate, finishing with milk chocolate and spice.","Atticus was founded in 1998 during the modern American wine renaissance, pioneering sustainable farming practices."
6906,Covey Run 1999 Morio Muskat (Yakima Valley),US,Yakima Valley,Covey Run,Morio Muskat,1999,"This oddball grape is a German hybrid cross between Sylvaner and Pinot Blanc, and has nothing to do with Muscat (hence the ""k""). Intense, concentrated aromas of tangerine, kiwi and orange, with a noticeable foxiness. Ripe fruit, big flavors, and a lot of weight on the palate.",84,18.0,11.8,High,Light,High,Dry,Still Red,https://images.vivino.com/thumbs/covey-run-1999-morio-muskat-685024.jpg,"Celebratory, Balanced, Smooth, Pleasant","Hard cheeses, Red meat, Pasta, Grilled vegetables","This oddball grape is a German hybrid cross between Sylvaner and Pinot Blanc, and has nothing to do with Muscat (hence the ""k""). Intense, concentrated aromas of tangerine, kiwi and orange, with a noticeable foxiness. Ripe fruit, big flavors, and a lot of weight on the palate.","Covey Run was founded in 1978 during the modern American wine renaissance, pioneering sustainable farming practices."
6907,Monte da Ravasqueira 2012 Fonte da Serrana Red (Alentejano),Portugal,Alentejano,Monte da Ravasqueira,Portuguese Red,2012,"This wine has a strange juicy character, reminiscent of tomato juice. The tannins under the odd fruitiness are firm, with a bitter edge.",83,45.65,12.7,Medium,Medium-Full,High,Sweet,Fortified,https://cdn.wine-searcher.com/images/labels/monte-da-ravasqueira-2012-portuguese-red-910374.jpg,"Pleasant, Social, Balanced","Nuts, After-dinner conversation, Dark chocolate, Fruit tarts","This wine has a strange juicy character, reminiscent of tomato juice. The tannins under the odd fruitiness are firm, with a bitter edge.","Monte da Ravasqueira is a respected winery from Portugal, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
6908,Perrier Jouët 2004 Belle Epoque Blanc de Blancs Brut Chardonnay (Champagne),France,Champagne,Perrier Jouët,Chardonnay,2004,"Now at its peak, this impressive wine has moved from fruit to maturity, adding toastiness to its acidity and giving the wine richness. It's full and ripe while keeping the taut, steely edge proper to a Chardonnay Champagne. There's no need to age further. Drink now.",95,300.0,12.5,Medium,Medium-Full,None,Dry,Still White,https://images.vivino.com/thumbs/perrier-jouët-2004-chardonnay-774361.jpg,"Social, Luxurious, Creamy, Rich","Brie cheese, Lobster, Roasted chicken, Creamy pasta","Now at its peak, this impressive wine has moved from fruit to maturity, adding toastiness to its acidity and giving the wine richness. It's full and ripe while keeping the taut, steely edge proper to a Chardonnay Champagne. There's no need to age further. Drink now.","Founded by the Perrier family, this estate has been producing exceptional wines in France for over 3 generations."
6909,Robert Hall 2013 Viognier (Paso Robles),US,Paso Robles,Robert Hall,Viognier,2013,"A pungent perfume of peach arises from this wine, but a flinty character keeps it grounded. The energetic peach-lemonade palate straddles the tension between acidity and rather present tannins for a white wine.",87,20.0,14.5,Medium-Low,Medium,Medium,Dry,Still White,https://images.vivino.com/thumbs/robert-hall-2013-viognier-122319.jpg,"Celebratory, Reliable, Balanced","Vegetables, Salads, Seafood, Fresh cheeses","A pungent perfume of peach arises from this wine, but a flinty character keeps it grounded. The energetic peach-lemonade palate straddles the tension between acidity and rather present tannins for a white wine.","Robert Hall was founded in 1962 during the modern American wine renaissance, pioneering sustainable farming practices."
6910,Château la Calisse 2016 Patricia Ortelli Rosé (Coteaux Varois en Provence),France,Coteaux Varois en Provence,Château la Calisse,Rosé,2016,"This small appellation is an enclave in the middle of Côtes de Provence. Its style is very similar and this wine, named after the owner, is a structured blend of Syrah and Grenache. The wine from organic grapes has a pepper and spice edge over the crisp acidity of the red fruits. Drink now.",89,35.0,11.6,Medium,Medium-Full,Medium-High,Dry,Rosé,https://images.wine.com/labels/château-la-calisse-2016-rosé-544381.jpg,"Smooth, Good, Balanced, Cozy","Mediterranean salad, Grilled shrimp, Light pasta","This small appellation is an enclave in the middle of Côtes de Provence. Its style is very similar and this wine, named after the owner, is a structured blend of Syrah and Grenache. The wine from organic grapes has a pepper and spice edge over the crisp acidity of the red fruits. Drink now.","Château la Calisse is a traditional French winery established in the early 1800s, known for its commitment to terroir and time-honored winemaking techniques."
6911,Wrath 2012 San Saba Vineyard Pinot Noir (Monterey),US,Monterey,Wrath,Pinot Noir,2012,"Winemaker Sabrine Rodems uses the winery's estate vineyard to show cinnamon, Bing cherries, root beer and mace aromas. The flavors of anise, raspberry juice and Earl Grey tea are spruced up by a generous acidity that gives the herb-leaning wine exciting zing.",93,49.0,12.6,Medium,Medium,Medium,Dry,Still Red,https://images.wine.com/labels/wrath-2012-pinot-noir-858996.jpg,"Elegant, Festive, Complex, Delicate, Outstanding","Duck breast, Roasted chicken, Soft cheeses","Winemaker Sabrine Rodems uses the winery's estate vineyard to show cinnamon, Bing cherries, root beer and mace aromas. The flavors of anise, raspberry juice and Earl Grey tea are spruced up by a generous acidity that gives the herb-leaning wine exciting zing.","Wrath was founded in 1973 during the modern American wine renaissance, pioneering sustainable farming practices."
6912,Buena Vista 2014 Otelia's Selection Pinot Noir (Sonoma Mountain),US,Sonoma Mountain,Buena Vista,Pinot Noir,2014,"Rustic compost, wild strawberry and cola spice highlight this medium-bodied, velvety textured wine, buoyed by a linear streak of lively acidity. Leather and smoke accentuate the finish.",92,48.0,13.0,Medium,Medium,Low,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/buena-vista-2014-pinot-noir-956515.jpg,"Celebratory, Outstanding, Intimate, Romantic","Grilled salmon, Soft cheeses, Duck breast, Roasted chicken","Rustic compost, wild strawberry and cola spice highlight this medium-bodied, velvety textured wine, buoyed by a linear streak of lively acidity. Leather and smoke accentuate the finish.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
6913,Bruno Rocca 2012 Coparossa  (Barbaresco),Italy,Barbaresco,Bruno Rocca,Nebbiolo,2012,"This opens with aromas of red berry, espresso and a whiff of sawdust. On the palate, raw red cherry is backed up by licorice, toast and roasted coffee bean but it lacks the fruit richness needed to stand up to the oak and the youthfully raspy tannins which leave an astringent finish.",88,80.0,13.8,High,Medium,High,Dry,Still Red,https://images.wine.com/labels/bruno-rocca-2012-nebbiolo-729507.jpg,"Balanced, Pleasant, Good","Red meat, Hard cheeses, Stewed dishes","This opens with aromas of red berry, espresso and a whiff of sawdust. On the palate, raw red cherry is backed up by licorice, toast and roasted coffee bean but it lacks the fruit richness needed to stand up to the oak and the youthfully raspy tannins which leave an astringent finish.","Bruno Rocca represents centuries of Italian winemaking tradition, with vineyards that have been cultivated since the Renaissance."
6914,Dr. Loosen 2010 Wehlener Sonnenuhr GG Trocken Riesling (Mosel),Germany,Mosel,Dr. Loosen,Riesling,2010,"Intensely perfumed with notes of violet petals, potpourri and herbs, this is a stunning, elegant Riesling that's also powerfully structured on the palate. It's intensely ripe with stonefruit, but quite dry in style with reverberating lime-juice acidity and a deliciously astringent lime-pith note on the finish.",91,42.0,10.0,High,Light,None,Dry,Still White,https://images.wine.com/labels/dr.-loosen-2010-riesling-869513.jpg,"Complex, Bright, Aromatic, Outstanding, Casual","Spicy Asian cuisine, Shellfish, Apple tart, Pork tenderloin","Intensely perfumed with notes of violet petals, potpourri and herbs, this is a stunning, elegant Riesling that's also powerfully structured on the palate. It's intensely ripe with stonefruit, but quite dry in style with reverberating lime-juice acidity and a deliciously astringent lime-pith note on the finish.","Dr. Loosen is a family-owned German estate with a history spanning 5 generations, specializing in cool-climate varietals."
